report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,crime_occurred,age_group
21405,2022-06-12,2022-06-10,15:39:00,Hyderabad,167,COUNTERFEITING,21,F,Other,Other Crime,3,No,Null,Afternoon,Adult
21406,2022-06-13,2022-06-10,23:43:00,Mumbai,387,DOMESTIC VIOLENCE,19,M,Firearm,Violent Crime,16,No,Null,Night,Teenager
21407,2022-06-11,2022-06-10,17:04:00,Ahmedabad,284,CYBERCRIME,68,X,Knife,Other Crime,11,No,Null,Evening,Senior-Citizen
21408,2022-06-13,2022-06-10,09:39:00,Faridabad,503,DRUG OFFENSE,58,M,Firearm,Other Crime,2,No,Null,Morning,Adult
21409,2022-06-12,2022-06-11,14:34:00,Delhi,555,VANDALISM,14,F,Other,Other Crime,4,Yes,23-06-2022,Afternoon,Teenager
21410,2022-06-13,2022-06-11,07:04:00,Nagpur,574,SEXUAL ASSAULT,34,X,Other,Violent Crime,1,No,Null,Morning,Adult
21411,2022-06-12,2022-06-11,06:09:00,Mumbai,501,ROBBERY,57,F,Knife,Violent Crime,8,No,Null,Morning,Adult
21412,2022-06-12,2022-06-11,09:49:00,Kanpur,120,PUBLIC INTOXICATION,15,M,Knife,Other Crime,16,Yes,30-06-2022,Morning,Teenager
21413,2022-06-13,2022-06-11,02:35:00,Pune,168,DOMESTIC VIOLENCE,20,X,Blunt Object,Violent Crime,14,Yes,02-07-2022,Night,Adult
21414,2022-06-13,2022-06-11,21:27:00,Pune,580,TRAFFIC VIOLATION,26,X,Other,Traffic Fatality,8,No,Null,Night,Adult
21415,2022-06-13,2022-06-11,07:54:00,Jaipur,105,VANDALISM,61,F,Knife,Other Crime,3,No,Null,Morning,Senior-Citizen
21416,2022-06-12,2022-06-11,07:01:00,Vasai,158,SHOPLIFTING,60,F,Poison,Other Crime,8,Yes,11-07-2022,Morning,Senior-Citizen
21417,2022-06-14,2022-06-11,23:01:00,Delhi,223,SEXUAL ASSAULT,60,F,Other,Violent Crime,17,Yes,01-03-2024,Night,Senior-Citizen
21418,2022-06-13,2022-06-11,20:33:00,Jaipur,406,TRAFFIC VIOLATION,71,M,Knife,Traffic Fatality,11,No,Null,Evening,Senior-Citizen
21419,2022-06-13,2022-06-11,23:57:00,Mumbai,135,BURGLARY,27,F,Blunt Object,Other Crime,11,Yes,30-08-2022,Night,Adult
21420,2022-06-13,2022-06-11,15:52:00,Jaipur,266,TRAFFIC VIOLATION,53,X,Blunt Object,Traffic Fatality,8,Yes,01-07-2022,Afternoon,Adult
21421,2022-06-12,2022-06-11,13:46:00,Pune,503,ARSON,21,M,Explosives,Fire Accident,18,Yes,14-07-2022,Afternoon,Adult
21422,2022-06-13,2022-06-11,13:31:00,Mumbai,301,CYBERCRIME,33,M,Knife,Other Crime,6,No,Null,Afternoon,Adult
21423,2022-06-14,2022-06-11,16:13:00,Delhi,588,BURGLARY,14,F,Knife,Other Crime,15,No,Null,Afternoon,Teenager
21424,2022-06-13,2022-06-11,16:22:00,Surat,163,DRUG OFFENSE,23,X,Firearm,Other Crime,11,Yes,03-07-2022,Afternoon,Adult
21425,2022-06-12,2022-06-11,03:45:00,Ahmedabad,113,ROBBERY,67,M,Blunt Object,Violent Crime,6,No,Null,Night,Senior-Citizen
21426,2022-06-13,2022-06-11,15:43:00,Chennai,323,VANDALISM,21,M,Poison,Other Crime,17,Yes,14-07-2022,Afternoon,Adult
21427,2022-06-12,2022-06-11,02:39:00,Bangalore,429,ILLEGAL POSSESSION,57,M,Poison,Other Crime,16,Yes,08-07-2022,Night,Adult
21428,2022-06-14,2022-06-11,19:21:00,Kolkata,232,IDENTITY THEFT,53,M,Explosives,Violent Crime,10,No,Null,Evening,Adult
21429,2022-06-14,2022-06-11,15:17:00,Varanasi,359,SHOPLIFTING,11,F,Poison,Other Crime,11,Yes,21-06-2022,Afternoon,Child
21430,2022-06-13,2022-06-11,16:57:00,Vasai,369,VANDALISM,67,F,Poison,Other Crime,6,No,Null,Afternoon,Senior-Citizen
21431,2022-06-14,2022-06-11,19:32:00,Mumbai,375,ASSAULT,54,X,Poison,Violent Crime,3,No,Null,Evening,Adult
21432,2022-06-13,2022-06-11,19:44:00,Ludhiana,374,CYBERCRIME,14,F,Explosives,Other Crime,15,No,Null,Evening,Teenager
21433,2022-06-12,2022-06-12,18:48:00,Visakhapatnam,225,VEHICLE - STOLEN,32,X,Unknown,Violent Crime,2,No,Null,Evening,Adult
21434,2022-06-14,2022-06-12,09:06:00,Chennai,381,CYBERCRIME,41,F,Blunt Object,Other Crime,5,Yes,01-07-2022,Morning,Adult
21435,2022-06-14,2022-06-12,23:54:00,Mumbai,424,DRUG OFFENSE,41,M,Blunt Object,Other Crime,1,No,Null,Night,Adult
21436,2022-06-13,2022-06-12,05:38:00,Chennai,462,FIREARM OFFENSE,23,F,Other,Fire Accident,13,Yes,01-08-2022,Morning,Adult
21437,2022-06-14,2022-06-12,19:33:00,Bangalore,239,VEHICLE - STOLEN,78,X,Explosives,Violent Crime,11,No,Null,Evening,Senior-Citizen
21438,2022-06-12,2022-06-12,17:00:00,Jaipur,441,DRUG OFFENSE,69,F,Knife,Other Crime,5,No,Null,Evening,Senior-Citizen
21439,2022-06-14,2022-06-12,00:28:00,Thane,208,KIDNAPPING,30,F,Other,Other Crime,6,Yes,15-07-2022,Night,Adult
21440,2022-06-13,2022-06-12,17:52:00,Faridabad,329,FIREARM OFFENSE,60,F,Explosives,Fire Accident,16,Yes,09-08-2022,Evening,Senior-Citizen
21441,2022-06-14,2022-06-12,13:53:00,Bangalore,510,COUNTERFEITING,54,X,Explosives,Other Crime,7,No,Null,Afternoon,Adult
21442,2022-06-12,2022-06-12,01:03:00,Meerut,109,TRAFFIC VIOLATION,20,X,Firearm,Traffic Fatality,1,Yes,10-07-2022,Night,Adult
21443,2022-06-12,2022-06-12,21:41:00,Bangalore,429,FRAUD,75,M,Poison,Other Crime,12,No,Null,Night,Senior-Citizen
21444,2022-06-15,2022-06-12,07:20:00,Bangalore,183,BURGLARY,23,F,Poison,Other Crime,1,Yes,04-12-2022,Morning,Adult
21445,2022-06-13,2022-06-12,20:14:00,Surat,119,TRAFFIC VIOLATION,54,F,Unknown,Traffic Fatality,2,Yes,16-06-2022,Evening,Adult
21446,2022-06-15,2022-06-12,07:33:00,Bangalore,389,ARSON,33,X,Blunt Object,Fire Accident,7,No,Null,Morning,Adult
21447,2022-06-14,2022-06-12,08:41:00,Faridabad,564,SEXUAL ASSAULT,74,M,Poison,Violent Crime,9,No,Null,Morning,Senior-Citizen
21448,2022-06-15,2022-06-12,07:24:00,Mumbai,414,DOMESTIC VIOLENCE,51,M,Explosives,Violent Crime,5,Yes,23-08-2022,Morning,Adult
21449,2022-06-12,2022-06-12,23:50:00,Pune,336,VEHICLE - STOLEN,22,X,Blunt Object,Violent Crime,13,No,Null,Night,Adult
21450,2022-06-15,2022-06-12,04:11:00,Pune,275,DOMESTIC VIOLENCE,27,X,Other,Violent Crime,7,No,Null,Night,Adult
21451,2022-06-13,2022-06-12,04:39:00,Nagpur,461,ARSON,70,X,Explosives,Fire Accident,16,No,Null,Night,Senior-Citizen
21452,2022-06-14,2022-06-12,18:04:00,Kolkata,229,ARSON,43,M,Poison,Fire Accident,19,Yes,09-07-2022,Evening,Adult
21453,2022-06-12,2022-06-12,23:36:00,Chennai,153,ROBBERY,42,M,Other,Violent Crime,6,Yes,15-07-2022,Night,Adult
21454,2022-06-13,2022-06-12,10:27:00,Rajkot,556,HOMICIDE,34,F,Unknown,Other Crime,9,No,Null,Morning,Adult
21455,2022-06-14,2022-06-12,07:06:00,Srinagar,208,TRAFFIC VIOLATION,36,X,Other,Traffic Fatality,7,No,Null,Morning,Adult
21456,2022-06-14,2022-06-12,18:41:00,Ahmedabad,197,DOMESTIC VIOLENCE,19,X,Explosives,Violent Crime,12,Yes,29-06-2022,Evening,Teenager
21457,2022-06-15,2022-06-13,20:39:00,Delhi,308,ILLEGAL POSSESSION,13,F,Explosives,Other Crime,5,Yes,20-07-2022,Evening,Teenager
21458,2022-06-15,2022-06-13,02:43:00,Mumbai,461,DOMESTIC VIOLENCE,44,M,Explosives,Violent Crime,19,Yes,04-07-2022,Night,Adult
21459,2022-06-13,2022-06-13,23:56:00,Kanpur,325,KIDNAPPING,34,M,Unknown,Other Crime,12,Yes,17-08-2022,Night,Adult
21460,2022-06-13,2022-06-13,07:23:00,Hyderabad,339,SHOPLIFTING,75,M,Knife,Other Crime,2,No,Null,Morning,Senior-Citizen
21461,2022-06-14,2022-06-13,00:05:00,Mumbai,165,PUBLIC INTOXICATION,76,X,Poison,Other Crime,10,Yes,03-07-2022,Night,Senior-Citizen
21462,2022-06-15,2022-06-13,06:40:00,Pune,177,IDENTITY THEFT,53,X,Poison,Violent Crime,5,Yes,06-07-2022,Morning,Adult
21463,2022-06-13,2022-06-13,08:46:00,Nagpur,182,FIREARM OFFENSE,61,F,Explosives,Fire Accident,3,Yes,20-07-2022,Morning,Senior-Citizen
21464,2022-06-14,2022-06-13,12:46:00,Kolkata,109,PUBLIC INTOXICATION,43,M,Blunt Object,Other Crime,18,No,Null,Afternoon,Adult
21465,2022-06-14,2022-06-13,11:22:00,Pune,539,HOMICIDE,43,X,Unknown,Other Crime,9,No,Null,Morning,Adult
21466,2022-06-15,2022-06-13,05:46:00,Delhi,432,FRAUD,44,F,Other,Other Crime,16,Yes,16-07-2022,Morning,Adult
21467,2022-06-15,2022-06-13,00:54:00,Kolkata,467,DOMESTIC VIOLENCE,20,F,Unknown,Violent Crime,10,No,Null,Night,Adult
21468,2022-06-15,2022-06-13,13:13:00,Delhi,304,ARSON,45,M,Knife,Fire Accident,5,Yes,31-07-2022,Afternoon,Adult
21469,2022-06-16,2022-06-13,08:01:00,Chennai,397,COUNTERFEITING,62,F,Explosives,Other Crime,10,No,Null,Morning,Senior-Citizen
21470,2022-06-15,2022-06-13,06:21:00,Chennai,316,FRAUD,51,X,Unknown,Other Crime,2,No,Null,Morning,Adult
21471,2022-06-15,2022-06-13,13:38:00,Indore,336,CYBERCRIME,60,F,Poison,Other Crime,3,No,Null,Afternoon,Senior-Citizen
21472,2022-06-14,2022-06-13,21:10:00,Mumbai,363,ROBBERY,48,F,Unknown,Violent Crime,19,No,Null,Night,Adult
21473,2022-06-16,2022-06-13,00:27:00,Mumbai,317,PUBLIC INTOXICATION,43,M,Other,Other Crime,1,Yes,21-06-2022,Night,Adult
21474,2022-06-14,2022-06-13,15:57:00,Chennai,261,HOMICIDE,63,M,Blunt Object,Other Crime,13,No,Null,Afternoon,Senior-Citizen
21475,2022-06-16,2022-06-13,14:56:00,Delhi,257,DOMESTIC VIOLENCE,77,F,Knife,Violent Crime,2,Yes,15-08-2022,Afternoon,Senior-Citizen
21476,2022-06-16,2022-06-13,06:41:00,Kolkata,508,FRAUD,58,F,Unknown,Other Crime,1,Yes,01-07-2022,Morning,Adult
21477,2022-06-14,2022-06-13,10:42:00,Hyderabad,479,CYBERCRIME,55,F,Poison,Other Crime,12,No,Null,Morning,Adult
21478,2022-06-14,2022-06-13,23:43:00,Mumbai,362,DRUG OFFENSE,65,F,Poison,Other Crime,17,No,Null,Night,Senior-Citizen
21479,2022-06-15,2022-06-13,18:27:00,Lucknow,233,SHOPLIFTING,13,X,Unknown,Other Crime,11,Yes,06-07-2022,Evening,Teenager
21480,2022-06-16,2022-06-13,21:05:00,Ahmedabad,473,KIDNAPPING,66,M,Blunt Object,Other Crime,18,No,Null,Night,Senior-Citizen
21481,2022-06-14,2022-06-14,15:11:00,Ludhiana,135,SEXUAL ASSAULT,17,F,Knife,Violent Crime,17,No,Null,Afternoon,Teenager
21482,2022-06-15,2022-06-14,00:52:00,Kolkata,552,PUBLIC INTOXICATION,10,M,Knife,Other Crime,16,Yes,25-06-2022,Night,Child
21483,2022-06-15,2022-06-14,19:47:00,Delhi,515,TRAFFIC VIOLATION,65,M,Firearm,Traffic Fatality,10,Yes,05-07-2022,Evening,Senior-Citizen
21484,2022-06-16,2022-06-14,03:30:00,Mumbai,329,FIREARM OFFENSE,62,F,Firearm,Fire Accident,6,Yes,02-07-2022,Night,Senior-Citizen
21485,2022-06-16,2022-06-14,03:24:00,Surat,100,ILLEGAL POSSESSION,47,M,Blunt Object,Other Crime,6,No,Null,Night,Adult
21486,2022-06-16,2022-06-14,04:56:00,Lucknow,121,VANDALISM,35,X,Unknown,Other Crime,14,No,Null,Night,Adult
21487,2022-06-14,2022-06-14,20:08:00,Delhi,192,SEXUAL ASSAULT,53,X,Explosives,Violent Crime,17,No,Null,Evening,Adult
21488,2022-06-15,2022-06-14,17:57:00,Delhi,219,IDENTITY THEFT,77,M,Explosives,Violent Crime,18,No,Null,Evening,Senior-Citizen
21489,2022-06-16,2022-06-14,15:43:00,Bangalore,367,DRUG OFFENSE,60,M,Blunt Object,Other Crime,19,Yes,13-08-2022,Afternoon,Senior-Citizen
21490,2022-06-16,2022-06-14,09:23:00,Kalyan,498,KIDNAPPING,57,X,Other,Other Crime,1,No,Null,Morning,Adult
21491,2022-06-15,2022-06-14,00:27:00,Ahmedabad,342,SHOPLIFTING,13,F,Other,Other Crime,14,Yes,17-08-2022,Night,Teenager
21492,2022-06-14,2022-06-14,13:18:00,Nashik,275,FIREARM OFFENSE,18,X,Blunt Object,Fire Accident,10,Yes,08-07-2022,Afternoon,Teenager
21493,2022-06-16,2022-06-14,06:22:00,Delhi,599,COUNTERFEITING,72,X,Firearm,Other Crime,9,Yes,09-07-2022,Morning,Senior-Citizen
21494,2022-06-15,2022-06-14,09:36:00,Mumbai,556,KIDNAPPING,58,X,Unknown,Other Crime,14,No,Null,Morning,Adult
21495,2022-06-15,2022-06-14,00:09:00,Jaipur,587,HOMICIDE,27,M,Firearm,Other Crime,4,No,Null,Night,Adult
21496,2022-06-17,2022-06-14,05:32:00,Chennai,532,EXTORTION,78,M,Other,Other Crime,9,Yes,25-06-2022,Morning,Senior-Citizen
21497,2022-06-16,2022-06-14,01:37:00,Hyderabad,494,FRAUD,52,M,Poison,Other Crime,1,No,Null,Night,Adult
21498,2022-06-17,2022-06-14,09:43:00,Bangalore,594,DRUG OFFENSE,65,F,Poison,Other Crime,12,No,Null,Morning,Senior-Citizen
21499,2022-06-17,2022-06-14,11:13:00,Mumbai,221,SEXUAL ASSAULT,72,X,Unknown,Violent Crime,3,Yes,25-12-2023,Morning,Senior-Citizen
21500,2022-06-17,2022-06-14,00:36:00,Srinagar,214,IDENTITY THEFT,13,X,Poison,Violent Crime,1,No,Null,Night,Teenager
21501,2022-06-15,2022-06-14,07:35:00,Ahmedabad,150,ASSAULT,16,F,Explosives,Violent Crime,5,No,Null,Morning,Teenager
21502,2022-06-16,2022-06-14,13:51:00,Delhi,406,ASSAULT,34,F,Poison,Violent Crime,15,No,Null,Afternoon,Adult
21503,2022-06-17,2022-06-14,04:49:00,Ahmedabad,360,EXTORTION,45,F,Other,Other Crime,10,No,Null,Night,Adult
21504,2022-06-16,2022-06-14,12:38:00,Pune,263,EXTORTION,41,F,Poison,Other Crime,2,Yes,25-07-2022,Afternoon,Adult
21505,2022-06-17,2022-06-15,23:33:00,Kanpur,491,ASSAULT,16,M,Knife,Violent Crime,16,Yes,09-09-2022,Night,Teenager
21506,2022-06-17,2022-06-15,02:24:00,Delhi,138,ASSAULT,73,F,Explosives,Violent Crime,6,No,Null,Night,Senior-Citizen
21507,2022-06-17,2022-06-15,05:50:00,Ludhiana,502,DRUG OFFENSE,49,X,Knife,Other Crime,17,Yes,08-09-2022,Morning,Adult
21508,2022-06-17,2022-06-15,19:32:00,Ahmedabad,457,CYBERCRIME,44,X,Knife,Other Crime,8,Yes,24-07-2022,Evening,Adult
21509,2022-06-17,2022-06-15,14:42:00,Ludhiana,500,ARSON,42,M,Firearm,Fire Accident,12,No,Null,Afternoon,Adult
21510,2022-06-17,2022-06-15,22:39:00,Thane,437,FRAUD,38,M,Blunt Object,Other Crime,6,Yes,07-09-2022,Night,Adult
21511,2022-06-16,2022-06-15,12:58:00,Kanpur,557,ASSAULT,25,F,Unknown,Violent Crime,5,No,Null,Afternoon,Adult
21512,2022-06-18,2022-06-15,21:20:00,Agra,197,SEXUAL ASSAULT,17,X,Other,Violent Crime,8,Yes,11-12-2023,Night,Teenager
21513,2022-06-15,2022-06-15,08:42:00,Ludhiana,343,FIREARM OFFENSE,61,M,Blunt Object,Fire Accident,3,Yes,09-09-2022,Morning,Senior-Citizen
21514,2022-06-16,2022-06-15,19:50:00,Bangalore,281,ASSAULT,69,F,Blunt Object,Violent Crime,5,Yes,15-08-2022,Evening,Senior-Citizen
21515,2022-06-15,2022-06-15,08:27:00,Bangalore,229,ASSAULT,44,X,Blunt Object,Violent Crime,17,Yes,30-06-2022,Morning,Adult
21516,2022-06-15,2022-06-15,03:48:00,Surat,262,VEHICLE - STOLEN,22,M,Poison,Violent Crime,10,No,Null,Night,Adult
21517,2022-06-15,2022-06-15,17:22:00,Thane,447,BURGLARY,36,M,Blunt Object,Other Crime,18,Yes,27-10-2022,Evening,Adult
21518,2022-06-16,2022-06-15,10:13:00,Chennai,147,TRAFFIC VIOLATION,11,M,Explosives,Traffic Fatality,18,No,Null,Morning,Child
21519,2022-06-16,2022-06-15,01:01:00,Thane,199,CYBERCRIME,11,X,Explosives,Other Crime,3,Yes,26-06-2022,Night,Child
21520,2022-06-16,2022-06-15,08:39:00,Hyderabad,272,CYBERCRIME,64,F,Explosives,Other Crime,4,Yes,23-06-2022,Morning,Senior-Citizen
21521,2022-06-16,2022-06-15,04:05:00,Chennai,465,VEHICLE - STOLEN,30,M,Blunt Object,Violent Crime,6,No,Null,Night,Adult
21522,2022-06-16,2022-06-15,20:17:00,Pune,547,EXTORTION,68,F,Other,Other Crime,10,No,Null,Evening,Senior-Citizen
21523,2022-06-17,2022-06-15,05:53:00,Delhi,158,VANDALISM,78,X,Knife,Other Crime,14,No,Null,Morning,Senior-Citizen
21524,2022-06-17,2022-06-15,02:27:00,Hyderabad,594,ASSAULT,21,M,Other,Violent Crime,8,Yes,02-07-2022,Night,Adult
21525,2022-06-18,2022-06-15,10:30:00,Pune,216,ILLEGAL POSSESSION,48,F,Other,Other Crime,10,No,Null,Morning,Adult
21526,2022-06-17,2022-06-15,20:56:00,Bangalore,344,EXTORTION,35,M,Firearm,Other Crime,4,No,Null,Evening,Adult
21527,2022-06-16,2022-06-15,08:32:00,Meerut,512,SEXUAL ASSAULT,22,M,Other,Violent Crime,16,No,Null,Morning,Adult
21528,2022-06-17,2022-06-15,15:28:00,Mumbai,598,ILLEGAL POSSESSION,30,F,Poison,Other Crime,5,Yes,28-08-2022,Afternoon,Adult
21529,2022-06-18,2022-06-16,15:30:00,Nagpur,459,ASSAULT,66,X,Unknown,Violent Crime,7,Yes,15-08-2022,Afternoon,Senior-Citizen
21530,2022-06-18,2022-06-16,07:40:00,Pune,547,ARSON,79,F,Explosives,Fire Accident,1,No,Null,Morning,Senior-Citizen
21531,2022-06-16,2022-06-16,19:19:00,Kolkata,320,COUNTERFEITING,63,F,Explosives,Other Crime,13,Yes,16-07-2022,Evening,Senior-Citizen
21532,2022-06-18,2022-06-16,03:32:00,Patna,359,TRAFFIC VIOLATION,23,F,Explosives,Traffic Fatality,12,Yes,19-06-2022,Night,Adult
21533,2022-06-17,2022-06-16,00:01:00,Bangalore,438,SHOPLIFTING,65,X,Poison,Other Crime,15,No,Null,Night,Senior-Citizen
21534,2022-06-16,2022-06-16,13:53:00,Surat,566,VEHICLE - STOLEN,35,M,Firearm,Violent Crime,1,Yes,29-06-2022,Afternoon,Adult
21535,2022-06-17,2022-06-16,08:50:00,Hyderabad,300,IDENTITY THEFT,32,X,Other,Violent Crime,18,No,Null,Morning,Adult
21536,2022-06-19,2022-06-16,03:46:00,Mumbai,222,FRAUD,49,X,Explosives,Other Crime,2,Yes,15-09-2022,Night,Adult
21537,2022-06-17,2022-06-16,07:35:00,Thane,134,ROBBERY,17,X,Poison,Violent Crime,1,No,Null,Morning,Teenager
21538,2022-06-16,2022-06-16,22:18:00,Bangalore,444,CYBERCRIME,28,F,Knife,Other Crime,10,No,Null,Night,Adult
21539,2022-06-18,2022-06-16,17:51:00,Bangalore,388,VEHICLE - STOLEN,34,F,Unknown,Violent Crime,7,Yes,30-06-2022,Evening,Adult
21540,2022-06-16,2022-06-16,11:16:00,Kalyan,527,CYBERCRIME,69,F,Explosives,Other Crime,5,No,Null,Morning,Senior-Citizen
21541,2022-06-16,2022-06-16,12:14:00,Delhi,276,PUBLIC INTOXICATION,34,F,Other,Other Crime,8,No,Null,Afternoon,Adult
21542,2022-06-18,2022-06-16,05:08:00,Ahmedabad,495,SHOPLIFTING,52,M,Knife,Other Crime,9,Yes,30-06-2022,Morning,Adult
21543,2022-06-18,2022-06-16,06:58:00,Ahmedabad,197,ROBBERY,12,F,Poison,Violent Crime,12,Yes,29-10-2022,Morning,Child
21544,2022-06-17,2022-06-16,19:08:00,Kanpur,344,VEHICLE - STOLEN,11,F,Knife,Violent Crime,4,No,Null,Evening,Child
21545,2022-06-17,2022-06-16,13:48:00,Chennai,230,BURGLARY,35,F,Explosives,Other Crime,8,Yes,03-09-2022,Afternoon,Adult
21546,2022-06-16,2022-06-16,12:28:00,Mumbai,139,SEXUAL ASSAULT,32,M,Unknown,Violent Crime,18,No,Null,Afternoon,Adult
21547,2022-06-16,2022-06-16,19:20:00,Lucknow,565,PUBLIC INTOXICATION,41,X,Knife,Other Crime,17,Yes,30-06-2022,Evening,Adult
21548,2022-06-17,2022-06-16,22:02:00,Chennai,196,SEXUAL ASSAULT,70,X,Poison,Violent Crime,15,No,Null,Night,Senior-Citizen
21549,2022-06-17,2022-06-16,08:46:00,Faridabad,165,FIREARM OFFENSE,19,F,Knife,Fire Accident,13,No,Null,Morning,Teenager
21550,2022-06-19,2022-06-16,07:54:00,Kalyan,116,HOMICIDE,42,F,Poison,Other Crime,6,Yes,12-04-2024,Morning,Adult
21551,2022-06-17,2022-06-16,20:01:00,Bangalore,306,FRAUD,32,M,Blunt Object,Other Crime,17,Yes,03-08-2022,Evening,Adult
21552,2022-06-19,2022-06-16,18:28:00,Delhi,333,KIDNAPPING,33,X,Poison,Other Crime,12,Yes,11-07-2022,Evening,Adult
21553,2022-06-18,2022-06-17,13:27:00,Lucknow,370,DRUG OFFENSE,34,F,Blunt Object,Other Crime,16,No,Null,Afternoon,Adult
21554,2022-06-18,2022-06-17,13:51:00,Ludhiana,287,ILLEGAL POSSESSION,14,M,Poison,Other Crime,1,No,Null,Afternoon,Teenager
21555,2022-06-19,2022-06-17,00:37:00,Lucknow,285,BURGLARY,58,F,Blunt Object,Other Crime,12,Yes,11-09-2022,Night,Adult
21556,2022-06-18,2022-06-17,01:12:00,Delhi,172,ROBBERY,76,M,Blunt Object,Violent Crime,1,Yes,29-09-2022,Night,Senior-Citizen
21557,2022-06-17,2022-06-17,07:35:00,Surat,537,VEHICLE - STOLEN,65,F,Blunt Object,Violent Crime,19,Yes,03-07-2022,Morning,Senior-Citizen
21558,2022-06-18,2022-06-17,14:22:00,Ahmedabad,508,FRAUD,79,X,Other,Other Crime,14,Yes,02-09-2022,Afternoon,Senior-Citizen
21559,2022-06-17,2022-06-17,17:12:00,Pune,383,ILLEGAL POSSESSION,43,X,Knife,Other Crime,12,No,Null,Evening,Adult
21560,2022-06-19,2022-06-17,05:31:00,Kanpur,322,VEHICLE - STOLEN,35,X,Explosives,Violent Crime,19,No,Null,Morning,Adult
21561,2022-06-17,2022-06-17,20:12:00,Indore,410,HOMICIDE,50,F,Poison,Other Crime,17,No,Null,Evening,Adult
21562,2022-06-17,2022-06-17,07:59:00,Bangalore,353,CYBERCRIME,63,F,Firearm,Other Crime,6,No,Null,Morning,Senior-Citizen
21563,2022-06-19,2022-06-17,02:02:00,Chennai,233,ARSON,49,F,Unknown,Fire Accident,12,Yes,29-06-2022,Night,Adult
21564,2022-06-19,2022-06-17,09:09:00,Hyderabad,221,VANDALISM,76,X,Other,Other Crime,14,Yes,11-07-2022,Morning,Senior-Citizen
21565,2022-06-19,2022-06-17,11:42:00,Mumbai,271,PUBLIC INTOXICATION,60,X,Blunt Object,Other Crime,4,Yes,29-06-2022,Morning,Senior-Citizen
21566,2022-06-19,2022-06-17,13:24:00,Jaipur,297,TRAFFIC VIOLATION,20,F,Poison,Traffic Fatality,6,Yes,10-07-2022,Afternoon,Adult
21567,2022-06-18,2022-06-17,09:40:00,Mumbai,120,ASSAULT,72,F,Other,Violent Crime,9,Yes,26-06-2022,Morning,Senior-Citizen
21568,2022-06-18,2022-06-17,20:31:00,Kanpur,561,IDENTITY THEFT,47,F,Explosives,Violent Crime,12,No,Null,Evening,Adult
21569,2022-06-20,2022-06-17,15:21:00,Mumbai,538,CYBERCRIME,20,X,Unknown,Other Crime,12,Yes,11-08-2022,Afternoon,Adult
21570,2022-06-19,2022-06-17,10:25:00,Hyderabad,134,BURGLARY,69,X,Unknown,Other Crime,12,Yes,20-09-2022,Morning,Senior-Citizen
21571,2022-06-18,2022-06-17,09:01:00,Kanpur,119,PUBLIC INTOXICATION,30,M,Firearm,Other Crime,18,Yes,13-07-2022,Morning,Adult
21572,2022-06-18,2022-06-17,21:22:00,Hyderabad,475,EXTORTION,55,X,Blunt Object,Other Crime,3,Yes,27-07-2022,Night,Adult
21573,2022-06-19,2022-06-17,08:40:00,Delhi,177,COUNTERFEITING,68,F,Blunt Object,Other Crime,14,Yes,27-07-2022,Morning,Senior-Citizen
21574,2022-06-20,2022-06-17,10:54:00,Thane,514,ROBBERY,36,M,Unknown,Violent Crime,14,No,Null,Morning,Adult
21575,2022-06-18,2022-06-17,00:52:00,Meerut,537,KIDNAPPING,54,F,Blunt Object,Other Crime,19,No,Null,Night,Adult
21576,2022-06-19,2022-06-17,20:32:00,Bangalore,444,KIDNAPPING,76,M,Other,Other Crime,6,Yes,14-07-2022,Evening,Senior-Citizen
21577,2022-06-18,2022-06-18,14:42:00,Chennai,373,TRAFFIC VIOLATION,21,F,Poison,Traffic Fatality,16,No,Null,Afternoon,Adult
21578,2022-06-19,2022-06-18,12:43:00,Kanpur,522,HOMICIDE,60,M,Unknown,Other Crime,4,No,Null,Afternoon,Senior-Citizen
21579,2022-06-19,2022-06-18,15:20:00,Delhi,164,KIDNAPPING,11,M,Poison,Other Crime,16,Yes,25-08-2022,Afternoon,Child
21580,2022-06-18,2022-06-18,12:04:00,Nashik,365,BURGLARY,34,X,Other,Other Crime,5,Yes,08-12-2022,Afternoon,Adult
21581,2022-06-18,2022-06-18,01:55:00,Mumbai,186,PUBLIC INTOXICATION,51,F,Poison,Other Crime,19,Yes,13-07-2022,Night,Adult
21582,2022-06-18,2022-06-18,19:08:00,Jaipur,153,SHOPLIFTING,40,X,Blunt Object,Other Crime,10,Yes,26-08-2022,Evening,Adult
21583,2022-06-19,2022-06-18,16:37:00,Kolkata,426,ARSON,14,F,Blunt Object,Fire Accident,3,No,Null,Afternoon,Teenager
21584,2022-06-20,2022-06-18,08:07:00,Kanpur,212,VANDALISM,51,X,Knife,Other Crime,14,No,Null,Morning,Adult
21585,2022-06-19,2022-06-18,08:32:00,Bangalore,156,PUBLIC INTOXICATION,23,F,Poison,Other Crime,14,Yes,15-07-2022,Morning,Adult
21586,2022-06-19,2022-06-18,15:58:00,Mumbai,120,FRAUD,66,F,Explosives,Other Crime,8,No,Null,Afternoon,Senior-Citizen
21587,2022-06-20,2022-06-18,04:00:00,Jaipur,150,DOMESTIC VIOLENCE,46,X,Unknown,Violent Crime,11,Yes,02-07-2022,Night,Adult
